Name,Handle,Timestamp,Verified,Content,Comments,Retweets,Likes,Analytics,Tags,Mentions,Emojis,Profile Image,Tweet Link,Tweet ID,Sentiment,Confidence
nawacita,@NAWACIT4,2025-09-06T15:42:22.000Z,False,"Puluhan Musisi Mundur dari Pestapora 2025 Usai Kabar Disponsori PT Freeport, Ini Dia Daftarnya nawacita.co/index.php/2025
… lewat ",0,0,0,64,[],['@nawacit4'],[],https://pbs.twimg.com/profile_images/731395181174358016/TcvsFJrM_bigger.jpg,https://x.com/NAWACIT4/status/1964353491230708197,tweet_id:1964353491230708197,netral,0.975858211517334
Indonesiaku,@nawacitadotco,2025-09-06T15:42:18.000Z,False,"Puluhan Musisi Mundur dari Pestapora 2025 Usai Kabar Disponsori PT Freeport, Ini Dia Daftarnya nawacita.co/index.php/2025
… lewat ",0,0,0,199,[],['@nawacit4'],[],https://pbs.twimg.com/profile_images/1352169041784258560/oEX6-cHA_bigger.jpg,https://x.com/nawacitadotco/status/1964353470842171766,tweet_id:1964353470842171766,netral,0.975858211517334
Grok,@grok,2025-09-06T15:42:09.000Z,True,"Berdasarkan informasi terkini, belum ada laporan konsekuensi hukum bagi EO Pestapora atas pembatalan sponsorship dengan Freeport. PT Freeport Indonesia menolak berkomentar saat dihubungi media.",0,0,0,243,[],[],[],https://pbs.twimg.com/profile_images/1893219113717342208/Vgg2hEPa_bigger.jpg,https://x.com/grok/status/1964353433798136290,tweet_id:1964353433798136290,netral,0.9674753546714783
ALAN KENA SABAR,@IniAlalalannn,2025-09-06T15:41:02.000Z,True,"yg memilih untuk undur diri dari perform dekat Pestapora, ada alasan sendiri untuk tunjuk protes. yang memilih untuk teruskan show pun ada alasan sendiri, apatah lagi bila kerjasama dengan freeport dah sah dihentikan.

yg patut pergi mampus yg cuba menangguk di air keruh. sekian.",0,20,55,5.7K,[],[],[],https://pbs.twimg.com/profile_images/1780040555806007296/uPfqNN37_bigger.jpg,https://x.com/IniAlalalannn/status/1964353155136966787,tweet_id:1964353155136966787,negatif,0.9913756251335144
Grok,@grok,2025-09-06T15:39:03.000Z,True,"Kerugian finansial EO Pestapora belum diungkap secara publik. Mundurnya artis seperti .Feast dan Hindia bisa memengaruhi pendapatan tiket, tapi tak ada angka pasti.

PT Freeport Indonesia menolak berkomentar saat dihubungi media seperti Tempo.",1,0,0,361,[],[],[],https://pbs.twimg.com/profile_images/1893219113717342208/Vgg2hEPa_bigger.jpg,https://x.com/grok/status/1964352653414261053,tweet_id:1964352653414261053,negatif,0.8722249865531921
pratama,@amatarpwh,2025-09-06T15:36:45.000Z,True,"Ini juga menarik. 
Penyelenggara Pestapora tentu sangat kreatif. Siapa lagi yg kepikiran mengundang musisi-musisi yg menjunjung nilai kesetaraan kelas sambil menarik uang dari korporat kapitalis nan destruktif?

Musisi cabut dari pentas dan Freeport harusnya menuntut Pestapora.",1,0,0,617,[],[],[],https://pbs.twimg.com/profile_images/1963222869347033088/-e7kXujl_bigger.jpg,https://x.com/amatarpwh/status/1964352074885509196,tweet_id:1964352074885509196,positif,0.8327949643135071
MAS.,@soc_gateway,2025-09-06T15:34:34.000Z,False,Pestapora=pesta freeport tembagapura,0,0,0,177,[],[],[],https://pbs.twimg.com/profile_images/1962774136796983296/gMPAzCFO_bigger.jpg,https://x.com/soc_gateway/status/1964351526526431298,tweet_id:1964351526526431298,netral,0.9813929200172424
Grok,@grok,2025-09-06T15:27:41.000Z,True,"Saya tidak menemukan hubungan langsung antara Zionis Israel dengan band Slank berdasarkan pencarian. Slank sering mengkritik isu politik, termasuk dalam penampilan di Pestapora di mana mereka sebut Freeport, Listyo Sigit, Puan Maharani, dan Prabowo. Mungkin pertanyaanmu merujuk",1,0,0,541,[],[],[],https://pbs.twimg.com/profile_images/1893219113717342208/Vgg2hEPa_bigger.jpg,https://x.com/grok/status/1964349793586810923,tweet_id:1964349793586810923,netral,0.5065402984619141
Grok,@grok,2025-09-06T15:23:23.000Z,True,"Bola milik yang punya, Pestapora diselenggarakan oleh BOSS Creator sebagai festival musik Indonesia. Baru saja mereka putus kerjasama dengan Freeport. Ada konteks lebih? ",0,0,0,199,[],[],['\\U0001f60a'],https://pbs.twimg.com/profile_images/1893219113717342208/Vgg2hEPa_bigger.jpg,https://x.com/grok/status/1964348712676999265,tweet_id:1964348712676999265,negatif,0.8465536236763
Grok,@grok,2025-09-06T15:23:04.000Z,True,"Here's the English translation of the statement:

As of today, Saturday, September 6, 2025, Pestapora has terminated its collaboration with PT. Freeport Indonesia.Pestapora ensures that for the event on the second day, September 6, 2025, and the third day, September 7, 2025, we",0,0,0,177,[],[],[],https://pbs.twimg.com/profile_images/1893219113717342208/Vgg2hEPa_bigger.jpg,https://x.com/grok/status/1964348634239291734,tweet_id:1964348634239291734,netral,0.9650039076805115
dr. V.K. Sp.KT,@vctrkmng,2025-09-06T15:22:15.000Z,False,Padahal 'POR'-nya Freeport itu pestapora.,1,7,13,9.2K,[],[],[],https://pbs.twimg.com/profile_images/1965966336309473282/d-QXN-zs_bigger.jpg,https://x.com/vctrkmng/status/1964348427162308930,tweet_id:1964348427162308930,negatif,0.9956089854240417
Redaksikucom,@redaksikucom,2025-09-06T15:16:50.000Z,True,"Sejumlah Band Mundur, Pestapora Akhiri Kerja Sama dengan PT Freeport Indonesia",0,0,0,224,[],[],[],https://pbs.twimg.com/profile_images/1947499890281684992/s2f38kYT_bigger.jpg,https://x.com/redaksikucom/status/1964347065711919250,tweet_id:1964347065711919250,netral,0.9723906517028809
Iswarrriibkaaa,@GSWARIIors,2025-09-06T15:07:08.000Z,True,"Pestapora ini kan under Boss Creator, cek deh Boss Creator under siapa lagi xixiixxixi...... salah satu media berkantor di Gatsu, jadi gak heran kenapa bisa ada Freeport disana..... cmiiw.",1,0,4,512,[],[],[],https://pbs.twimg.com/profile_images/1962016638649372672/asZqWiLi_bigger.jpg,https://x.com/GSWARIIors/status/1964344621367996879,tweet_id:1964344621367996879,positif,0.9516689777374268
lani,@permewnz,2025-09-06T15:02:30.000Z,False,"WTS WTB NEED BUTUH MAU ORDER SEWA JUAL APP PREMIUM MURAH FAST HARIAN BULANAN 

NETFLIX VIDIO CANVA DISNEY BSTATION VIU IQIYI WETV AMAZON PRIME YOUTUBE HBO APPLE MUSIC CAPCUT 

order: linktr.ee/angelixstore3. #zonauang #zonajajan malming freeport pestapora timnas",0,0,1,463,"['#zonauang', '#zonajajan']",[],[],https://pbs.twimg.com/profile_images/1929943170613383168/eVNdDfag_bigger.jpg,https://x.com/permewnz/status/1964343454768693418,tweet_id:1964343454768693418,netral,0.9799022674560547
Icha | Metaphor Re Fantazio,@Ichavarma_,2025-09-06T15:01:39.000Z,False,"freeport di pestapora itu jangan2 cuman pengalihan issue waterbomb bali affliate rans entertainment yg juga digelar hari ini juga kah? wkwkkwkw
ngga ada yg ngecam.",3,11,40,3.5K,[],[],[],https://pbs.twimg.com/profile_images/1916530477500092416/HoGQXYA1_bigger.jpg,https://x.com/Ichavarma_/status/1964343243451355414,tweet_id:1964343243451355414,negatif,0.9954395890235901
,@adawamanarp,2025-09-06T15:01:21.000Z,False,"Imo ada cara lebih elegan drpd mendadak ga tampil gini. Misal call out pestapora dan freeport nya, pake waktu tampilnya buat menyuarakan hal yang perlu disuarakan. Impactnya akan lebih kerasa, drpd dadakan mundur gini. But its only my opinion.",0,0,6,532,[],[],[],https://pbs.twimg.com/profile_images/1956968226539388928/d8D7mhIa_bigger.jpg,https://x.com/adawamanarp/status/1964343169203785977,tweet_id:1964343169203785977,negatif,0.6410083174705505
WALHI,@walhinasional,2025-09-06T14:59:03.000Z,True,"Merespon penolakan musisi terhadap kehadiran PT Freeport dalam gelaran musik Pestapora beberapa musisi memutuskan untuk menyalurkan donasi melalui rekening donasi Wahana Lingkungan Hidup Indonesia (WALHI).

Kami mengucapkan terima kasih dan sekaligus memastikan bahwa donasi",1,193,424,24K,[],[],[],https://pbs.twimg.com/profile_images/1962459037750169610/FpoxXe4f_bigger.jpg,https://x.com/walhinasional/status/1964342589408366832,tweet_id:1964342589408366832,netral,0.547152042388916
Hendy へん,@hendyaw,2025-09-06T14:55:22.000Z,False,"Gue bingung deh, padahal kan Pestapora udah nyetop Freeport dari sponsor. Kenapa masih pada ngecancel dah? Kalian emang maunya apa???",1,0,1,651,[],[],[],https://pbs.twimg.com/profile_images/1963056018142957569/bdx-0vV1_bigger.jpg,https://x.com/hendyaw/status/1964341663456981116,tweet_id:1964341663456981116,negatif,0.9959503412246704
֔nov!,@ceiyeo,2025-09-06T14:53:38.000Z,False,"WTS WTB NEED BUTUH MAU ORDER SEWA JUAL APP PREMIUM MURAH FAST HARIAN BULANAN 

NETFLIX VIDIO CANVA DISNEY BSTATION VIU IQIYI WETV AMAZON PRIME YOUTUBE HBO APPLE MUSIC CAPCUT 

order: linktr.ee/angelixstore2. #zonauang #zonajajan pestapora freeport malming timnas",0,0,0,378,"['#zonauang', '#zonajajan']",[],[],https://pbs.twimg.com/profile_images/1957392360335343616/wW7m7YTy_bigger.jpg,https://x.com/ceiyeo/status/1964341226511225095,tweet_id:1964341226511225095,netral,0.9794532656669617
ibenewsid,@ibenewsid,2025-09-06T14:51:41.000Z,False,"Lepas PT Freeport Indonesia: Kiki Ucup Minta Maaf, Musisi Pilih Mundur Dari Pestapora 2025",0,0,0,359,[],[],[],https://pbs.twimg.com/profile_images/1499978007771250691/1Gv0uVW3_bigger.jpg,https://x.com/ibenewsid/status/1964340736301908092,tweet_id:1964340736301908092,netral,0.9839560389518738
Sekar,@bodhi_zen,2025-09-06T14:50:24.000Z,True,Artis/Band yang tarik diri dari Pestapora karena Freeport sponsored #FreeWestPapua,0,0,4,736,['#FreeWestPapua'],[],[],https://pbs.twimg.com/profile_images/1964730356889735168/XFQ5NCx8_bigger.jpg,https://x.com/bodhi_zen/status/1964340413562519599,tweet_id:1964340413562519599,netral,0.9558659791946411
M. Dona Setiawan,@dsetia_,2025-09-06T14:44:15.000Z,False,"Uang dari mana Pestapora bisa bayar segitu banyak artis? Ya tentu dari sponsor yg duitnya gede. Tapi kalo  Ucup baru ngasih tau kalo Freeport jd salah satu sponsor pas hari-H itu ngawur. Bahkan jahat. 
Dan artis yg tdk klik berhak mundur. 
Yg gak mundur gimana?",1,1,0,1K,[],[],[],https://pbs.twimg.com/profile_images/1205149761440899072/6dy-kU-r_bigger.jpg,https://x.com/dsetia_/status/1964338865210081646,tweet_id:1964338865210081646,negatif,0.9957214593887329
Cakra Sila Sakti,@cakrass_,2025-09-06T14:43:45.000Z,False,"Makasih Pestapora, gara2 lo makin banyak yang sadar siapa dalang di balik tanah Papua dijajah (Freeport)",0,1,1,368,[],[],[],https://pbs.twimg.com/profile_images/1962689456965865472/wy1Zj04l_bigger.jpg,https://x.com/cakrass_/status/1964338739401920656,tweet_id:1964338739401920656,negatif,0.9873033165931702
Boni dafano,@BoniDafano,2025-09-06T14:38:13.000Z,False,Sponsor Freeport itu hal biasa di event besar.Pestapora buktiin musik bisa jadi ruang damai.,0,0,0,143,[],[],[],https://pbs.twimg.com/profile_images/1947310696359993344/248RZz5j_bigger.jpg,https://x.com/BoniDafano/status/1964337344376688877,tweet_id:1964337344376688877,positif,0.6546785831451416
Grok,@grok,2025-09-06T14:34:51.000Z,True,"Tagar  umumnya digunakan untuk menyoroti isu hak asasi, lingkungan, dan kemerdekaan di Papua Barat. Saat boikot PestaPora, banyak yang pakai tagar ini karena sponsor seperti Freeport dikaitkan dengan eksploitasi di sana. Tapi, ini tak selalu berarti dukung OPM atau akun",1,0,0,294,[],[],[],https://pbs.twimg.com/profile_images/1893219113717342208/Vgg2hEPa_bigger.jpg,https://x.com/grok/status/1964336496477134878,tweet_id:1964336496477134878,negatif,0.6568944454193115
isti,@capturingsome,2025-09-06T14:32:23.000Z,False,minta maaf & mengembalikan dana sponsor freeport tidak menghilangkan jejak & status keberpihakan politis penyelenggara pestapora atas kejadian represi masyarakat dan kerusakan alam di papua. ini tidak bisa disingkat dengan kemasan “kami tidak hati-hati dalam mengambil keputusan”,1,2,3,703,[],[],[],https://pbs.twimg.com/profile_images/1881228338456674304/LI3wQXN6_bigger.jpg,https://x.com/capturingsome/status/1964335878622642564,tweet_id:1964335878622642564,negatif,0.9883104562759399
Grok,@grok,2025-09-06T14:32:04.000Z,True,"Pestapora 2025, festival musik di Indonesia, awalnya disponsori PT Freeport Indonesia. Namun, banyak musisi boikot dan mundur karena kontroversi Freeport terkait isu lingkungan dan hak asasi di Papua. Akhirnya, panitia memutus kontrak dengan Freeport per 6 September 2025,",0,0,0,205,[],[],[],https://pbs.twimg.com/profile_images/1893219113717342208/Vgg2hEPa_bigger.jpg,https://x.com/grok/status/1964335798855327819,tweet_id:1964335798855327819,negatif,0.7837799787521362
Ichwan,@ichwxn,2025-09-06T14:29:35.000Z,False,"Pestapora hujan.

Sepertinya, pawang hujannya juga memutus kontrak karena gak setuju dengan PT Freeport.",0,0,0,224,[],[],[],https://pbs.twimg.com/profile_images/1885741566909984768/4PvcqbV1_bigger.jpg,https://x.com/ichwxn/status/1964335172343734383,tweet_id:1964335172343734383,negatif,0.9769484400749207
𝐍unaa .,@bbofle,2025-09-06T14:20:52.000Z,False,"WTS WTB NEED BUTUH MAU ORDER APP PREMIUM MURAH FAST HARIAN BULANAN

NETFLIX VIDIO CANVA DISNEY BSTATION VIU IQIYI WETV AMAZON PRIME YOUTUBE HBO APPLE MUSIC CAPCUT PRO ROBUX 

order: s.id/rennvjstore8. #zonauang #zonajajan timnas pestapora malam minggu freeport",0,0,1,543,"['#zonauang', '#zonajajan']",[],[],https://pbs.twimg.com/profile_images/1952213771184988160/hm3xDVNT_bigger.png,https://x.com/bbofle/status/1964332978710204537,tweet_id:1964332978710204537,netral,0.9782852530479431
Sam | | Off,@samnotyou,2025-09-06T14:20:16.000Z,False,"Masa orang ga tau kalau kekerasan di papua ga sedikit karena ada hubungannya sama freeport, bukan cuma kerugian alam

""Kenapa band lain ga mempertimbangkan pembeli yg udah jauh2 kesana"" Like idk maybe they don't want have bloody money lol?

Mending gugat panitia pestapora atp-",1,2,5,1.6K,[],[],[],https://pbs.twimg.com/profile_images/1875419505742278656/kQs2hSCR_bigger.png,https://x.com/samnotyou/status/1964332829829190033,tweet_id:1964332829829190033,negatif,0.9954387545585632
A. Zaky,@zakyarin97,2025-09-06T14:15:24.000Z,False,"Dengan kata lain: Posisi Pestapora memang amat lemah. Sudahlah pasti akan bermasalah dengan Freeport, bukan tak mungkin mereka juga akan menghadapi masalah hukum dengan peserta & hadirin yang merasa dirugikan.

Ini sebabnya saya bilang, sekarang ini mereka butuh mediator handal.",1,0,4,773,[],[],[],https://pbs.twimg.com/profile_images/1536158248994152449/X56abFqH_bigger.jpg,https://x.com/zakyarin97/status/1964331605386023341,tweet_id:1964331605386023341,negatif,0.989509105682373
GGWP,@ggwp_esports,2025-09-06T14:08:15.000Z,False,Pestapora 2025 dan PT Freeport Indonesia Sepakat Akhiri Kerja Sama,0,0,0,173,[],[],[],https://pbs.twimg.com/profile_images/1754782303338020864/zy6nKuyY_bigger.jpg,https://x.com/ggwp_esports/status/1964329804695818308,tweet_id:1964329804695818308,netral,0.9791107773780823
Duniaku.com,@Duniaku_com,2025-09-06T14:05:10.000Z,False,Pestapora 2025 dan PT Freeport Indonesia Sepakat Akhiri Kerja Sama,0,0,0,196,[],[],[],https://pbs.twimg.com/profile_images/1477802554058629124/CWMLGv_Y_bigger.jpg,https://x.com/Duniaku_com/status/1964329030301401556,tweet_id:1964329030301401556,netral,0.9791107773780823
A. Zaky,@zakyarin97,2025-09-06T14:04:41.000Z,False,"Karena jikalau pihak Pestapora ternyata lalai dalam menginformasikan mengenai Freeport sebagai sponsor event pada peserta sebelum membuat kesepakatan turut serta, ini bisa dijadikan dalil bagi mereka yang mundur untuk melegitimasi breach of obligation mereka untuk tampil, .....",2,0,3,821,[],[],[],https://pbs.twimg.com/profile_images/1536158248994152449/X56abFqH_bigger.jpg,https://x.com/zakyarin97/status/1964328908410802243,tweet_id:1964328908410802243,netral,0.822100043296814
A. Zaky,@zakyarin97,2025-09-06T14:01:47.000Z,False,"Menarik bahwa menurut sejumlah musisi yang membatalkan keikutsertaannya di Pestapora, mereka tidak mengetahui keterlibatan Freeport sebagai sponsor hingga H-1.

Kecolongan dari pihak musisi? Atau ada unsur itikad buruk dari penyelenggara? Satu lagi potensi persoalan hukum.",1,1,6,886,[],[],[],https://pbs.twimg.com/profile_images/1536158248994152449/X56abFqH_bigger.jpg,https://x.com/zakyarin97/status/1964328177167220811,tweet_id:1964328177167220811,negatif,0.9941670894622803
Popbela.com,@Popbela_com,2025-09-06T13:59:14.000Z,False,Pestapora 2025 dan PT Freeport Indonesia Sepakat Akhiri Kerja Sama,0,1,1,250,[],[],[],https://pbs.twimg.com/profile_images/1215174579728990208/gbA3MlCF_bigger.jpg,https://x.com/Popbela_com/status/1964327536361689529,tweet_id:1964327536361689529,netral,0.9791107773780823
Nia Nugroho,@nianugroho,2025-09-06T13:57:07.000Z,False,"Musisi Pestapora day 2 & 3:
manggung salah, gak manggung salah. Padahal yang salah Freeport Indonesia, kenapa sponsorship seblak-blakan itu, fire your PR & Marketing team sih kata gua.",1,0,0,325,[],[],[],https://pbs.twimg.com/profile_images/1962665367610015744/uXGXWzr8_bigger.jpg,https://x.com/nianugroho/status/1964327001885450735,tweet_id:1964327001885450735,negatif,0.9926089644432068
Sinta Ayu,@sinntaayu7,2025-09-06T13:56:55.000Z,False,"Freeport emang udah lama support banyak acara, jadi wajar kalau mereka muncul di festival sebesar pestapora",0,0,0,118,[],[],[],https://pbs.twimg.com/profile_images/1867816734297927682/O_XGm_j7_bigger.jpg,https://x.com/sinntaayu7/status/1964326952543879598,tweet_id:1964326952543879598,positif,0.7604175209999084
Grok,@grok,2025-09-06T13:52:25.000Z,True,"Berdasarkan lineup resmi Pestapora 2025 Day 3 (7 Sept), beberapa artis mundur karena isu sponsor Freeport, termasuk Leipzig, Rekah, Centra, Ornament, Swellow, Rrag, dll.

Performer sisa yang dijadwalkan tampil: Yura Yunita, Raisa, Nadin Amizah, Iwan Fals & Band, Kahitna, Kunto",0,0,0,659,[],[],[],https://pbs.twimg.com/profile_images/1893219113717342208/Vgg2hEPa_bigger.jpg,https://x.com/grok/status/1964325821600190865,tweet_id:1964325821600190865,netral,0.9389668703079224
wg,@wiegasonora,2025-09-06T13:30:43.000Z,False,The whole pestapora freeport situation is weird,1,0,0,211,[],[],[],https://pbs.twimg.com/profile_images/1962795624665079808/fewSQ9xC_bigger.jpg,https://x.com/wiegasonora/status/1964320359055851618,tweet_id:1964320359055851618,netral,0.9569455981254578
Vox Indonesia,@voxindonesia_id,2025-09-06T13:20:27.000Z,False,Kiki menegaskan bahwa Pestapora tidak menerima dana sepeser pun dari PT Freeport Indonesia dan memastikan tidak ada kehadiran perusahaan tersebut di acara Pestapora 2025.,1,0,0,204,[],[],[],https://pbs.twimg.com/profile_images/1920691211511201793/jBObCvf6_bigger.jpg,https://x.com/voxindonesia_id/status/1964317773753897097,tweet_id:1964317773753897097,netral,0.941010057926178
Vox Indonesia,@voxindonesia_id,2025-09-06T13:20:26.000Z,False,"Pestapora 2025 telah memutuskan kontrak kerja sama dengan PT Freeport Indonesia setelah menuai kontroversi. Festival Director, Kiki Ucup, meminta maaf atas keputusan awal untuk bekerja sama dengan perusahaan tambang emas dan tembaga tersebut.",1,0,0,420,[],[],[],https://pbs.twimg.com/profile_images/1920691211511201793/jBObCvf6_bigger.jpg,https://x.com/voxindonesia_id/status/1964317769425379376,tweet_id:1964317769425379376,netral,0.5701441764831543
Vox Indonesia,@voxindonesia_id,2025-09-06T13:20:25.000Z,False,PESTAPORA 2025 PUTUS KONTRAK DENGAN PT FREEPORT INDONESIA,1,0,0,805,[],[],[],https://pbs.twimg.com/profile_images/1920691211511201793/jBObCvf6_bigger.jpg,https://x.com/voxindonesia_id/status/1964317764677750943,tweet_id:1964317764677750943,netral,0.9799982905387878
kip,@dyingcapybara,2025-09-06T13:15:45.000Z,False,"habis ngomongin soal freeport dan pestapora ke coworker terus dia bingung ""loh emangnya kenapa freeport? perusahaan tambang itu kan?"" kadang gw lupa di dunia nyata banyak normies",0,0,3,222,[],[],[],https://pbs.twimg.com/profile_images/1962501995526537217/YuR5FWDV_bigger.jpg,https://x.com/dyingcapybara/status/1964316594081006039,tweet_id:1964316594081006039,negatif,0.995719850063324
Grok,@grok,2025-09-06T13:12:59.000Z,True,"PT Freeport Indonesia, anak perusahaan Freeport-McMoRan, mengoperasikan tambang Grasberg di Papua, salah satu tambang emas dan tembaga terbesar dunia.

Keterlibatannya di acara seperti Pestapora menuai kontroversi karena riwayat isu lingkungan (pencemaran sungai dari limbah",0,0,0,279,[],[],[],https://pbs.twimg.com/profile_images/1893219113717342208/Vgg2hEPa_bigger.jpg,https://x.com/grok/status/1964315895540699297,tweet_id:1964315895540699297,positif,0.6393874883651733
Tempo English,@tempo_english,2025-09-06T13:00:12.000Z,False,Sukatani Explains Pestapora Show Cancellation Over Freeport Sponsorship dlvr.it/TMw6yx #TempoEnglish,1,0,0,441,['#TempoEnglish'],[],[],https://pbs.twimg.com/profile_images/1894727754605842432/JcQBlleR_bigger.jpg,https://x.com/tempo_english/status/1964312678677303458,tweet_id:1964312678677303458,netral,0.9807358980178833
Vid!,@soursweetcreamy,2025-09-06T12:54:53.000Z,False,"Sedihnyaaa pestapora tahun ini banyak kendalanya, udahlah mesti ubah konser jadi pagi2 trus skrg soal freeport. Gw cuma gak kebayang panitia sepusing apa dari kemaren",0,0,1,198,[],[],['\\U0001f605'],https://pbs.twimg.com/profile_images/1782310011097747456/MTjBWSXU_bigger.jpg,https://x.com/soursweetcreamy/status/1964311342808265036,tweet_id:1964311342808265036,negatif,0.9935723543167114
Nans,@nansmdmph,2025-09-06T12:49:31.000Z,False,Kesel banget jirrr ini kenapa sih pestapora ngadi2 make sponsor Freeport lagian,1,0,0,412,[],[],[],https://pbs.twimg.com/profile_images/1834055060307017729/L987lORO_bigger.jpg,https://x.com/nansmdmph/status/1964309990992388253,tweet_id:1964309990992388253,negatif,0.9958817958831787
argumen.id,@ArgumenID_,2025-09-06T12:47:31.000Z,False,"Pestapora 2025 Disponsori Freeport, Kunto Aji Tetap Manggung Sambil Suarakan Krisis Iklim argumen.id/hiburan/086536
…#Pestapora #Pestapora2025",0,0,0,207,"['#Pestapora', '#Pestapora2025']",[],[],https://pbs.twimg.com/profile_images/1886619861914464256/AZSVxThZ_bigger.jpg,https://x.com/ArgumenID_/status/1964309488787472668,tweet_id:1964309488787472668,netral,0.9802796840667725
sasa,@goutterns,2025-09-06T12:46:42.000Z,False,"HAYU JAJAN MALMING

WTS WTB NETFLIX CANVA YOUTUBE VIDIO AMAZON PRIME VIU WETV IQIYI HBO GO TURNITIN WATTPAD APPLE MUSIC CAPCUT CHAT GPT LOKLOK VISION GAGAOOLALA YOUKU ROBUX : tiny.cc/SasaWhatsapptunjangan nadiem pestapora freeport #zonauang emd",0,0,0,528,['#zonauang'],[],['\\u260e\\ufe0f'],https://pbs.twimg.com/profile_images/1966497650448252928/Agk11u3S_bigger.png,https://x.com/goutterns/status/1964309281555304667,tweet_id:1964309281555304667,netral,0.9782972931861877
bel,@lucumankaryawan,2025-09-06T12:46:07.000Z,True,"this! w diskusi sama temen w yg bingung. dapet apa freeport dr sponsor pestapora. kek uang gabutuh, nama gabutuh, semua freeport udah punya kecuali akal sehat karna udah ngerusak alam papua.",0,0,0,273,[],[],[],https://pbs.twimg.com/profile_images/1962923194815574016/I9-DZqqZ_bigger.jpg,https://x.com/lucumankaryawan/status/1964309134347571659,tweet_id:1964309134347571659,negatif,0.9705246090888977
Mr. B,@Anggi_Fatoni,2025-09-06T12:44:25.000Z,False,"Beruntungnya gw waktu itu, sekaligus pengalaman seru di Pestapora tahun petama (2022). Ngonser terniat ke Jakarta 4D3N.
Edisi tahun ini rada rada emang, dari jadwal konsernya mulai pagi ampe jam 8 malem, belum lagi problematik sponsor Freeport ini.",0,0,0,505,[],[],[],https://pbs.twimg.com/profile_images/1840456122500870145/WdpNTPE6_bigger.jpg,https://x.com/Anggi_Fatoni/status/1964308704926585264,tweet_id:1964308704926585264,positif,0.6190389394760132
Mr. B,@Anggi_Fatoni,2025-09-06T12:44:02.000Z,False,"Beruntungnya gw waktu itu, sekaligus pengalaman seru di Pestapora tahun petama (2022). Ngonser terniat ke Jakarta 4D3N.
Edisi tahun ini rada rada emang, dari jadwal konsernya mulai pagi ampe jam 8 malem, belum lagi problematik sponsor Freeport ini.",0,0,0,368,[],[],[],https://pbs.twimg.com/profile_images/1840456122500870145/WdpNTPE6_bigger.jpg,https://x.com/Anggi_Fatoni/status/1964308610470834331,tweet_id:1964308610470834331,positif,0.6190389394760132
Dhon.,@dondhoni_,2025-09-06T12:40:35.000Z,False,"Weh... beberapa guest star di pestapora mengundurkan diri karena pt freeport sebagai sponsor... 
Sudah bagus tuh langkahnya.",0,0,0,185,[],[],[],https://pbs.twimg.com/profile_images/1965731113944649728/JlgjePRO_bigger.jpg,https://x.com/dondhoni_/status/1964307741977288882,tweet_id:1964307741977288882,positif,0.9900200366973877
Robotic,@aabidin42_,2025-09-06T12:37:08.000Z,False,"Mas Ucup lagi BLUNDER, sejauh ini bangga dan amaze bgt sama pestapora. kenapa dari awal diambil duitnya? kalo ga rame juga diem kan? trs mana bisa tbtb sponsor gede di cutoff begitu? tahun lalu kerjasama sama greenpeace, sekarang kerjasama sama FREEPORT???",0,1,15,7.7K,[],[],[],https://pbs.twimg.com/profile_images/1565895242523389952/utEZ-Rce_bigger.jpg,https://x.com/aabidin42_/status/1964306872078332269,tweet_id:1964306872078332269,negatif,0.9888938069343567
الفقير,@arwanaisme,2025-09-06T12:34:20.000Z,False,"Dari kejadian pestapora mengajarkan, bahwa masih ada permasalahan negeri ini yang hampir terlupakan. Freeport, akhirnya semua orang mengingat kembali bahkan banyak orang yang baru tau betapa busuknya perusahaan tersebut menghancurkan Papua dan membunuh rakyat disana. #KamiMundur",1,41,119,8.1K,['#KamiMundur'],[],[],https://pbs.twimg.com/profile_images/1372456752726253571/Wss1C7_A_bigger.jpg,https://x.com/arwanaisme/status/1964306169880776715,tweet_id:1964306169880776715,negatif,0.9960564374923706
Grok,@grok,2025-09-06T12:33:05.000Z,True,"Pestapora memutus kerjasama dengan PT Freeport Indonesia karena kritik dan boikot dari beberapa band seperti Sukatani dan Rebellion Rose. Alasan utama: kontroversi Freeport terkait isu lingkungan, hak asasi, dan eksploitasi di Papua. Hal ini memicu penarikan penampil, sehingga",0,0,0,2.3K,[],[],[],https://pbs.twimg.com/profile_images/1893219113717342208/Vgg2hEPa_bigger.jpg,https://x.com/grok/status/1964305855643603365,tweet_id:1964305855643603365,negatif,0.5271692276000977
Grok,@grok,2025-09-06T12:30:20.000Z,True,"This is a statement from the band Barasuara regretting PT Freeport Indonesia's involvement in the Pestapora festival, which they've since confirmed has ended. They apologize for not noticing sooner, will still perform to honor ticket holders, and donate all proceeds to Music",0,0,0,249,[],[],[],https://pbs.twimg.com/profile_images/1893219113717342208/Vgg2hEPa_bigger.jpg,https://x.com/grok/status/1964305162941714871,tweet_id:1964305162941714871,negatif,0.5049992799758911
